Component,Chemical Formula,salt,property_type,Concentration,Temperature,Property,"Property
Value",Concentration 2
,,NaCl,osmotic_coeff,0.5000,10.0000,,0.9174,
,,NaCl,osmotic_coeff,0.5000,15.0000,,0.9195,
,,NaCl,osmotic_coeff,0.5000,20.0000,,0.9211,
,,NaCl,osmotic_coeff,0.5000,25.0000,,0.9222,
,,NaCl,osmotic_coeff,0.5000,30.0000,,0.9231,
,,NaCl,osmotic_coeff,0.5000,40.0000,,0.9239,
,,NaCl,osmotic_coeff,0.5000,50.0000,,0.9238,
,,NaCl,osmotic_coeff,0.5000,60.0000,,0.9230,
,,NaCl,osmotic_coeff,0.5000,70.0000,,0.9216,
,,NaCl,osmotic_coeff,0.5000,80.0000,,0.9196,
,,NaCl,osmotic_coeff,0.5000,90.0000,,0.9171,
,,NaCl,osmotic_coeff,0.5000,100.0000,,0.9142,
,,NaCl,osmotic_coeff,0.5000,110.0000,,0.9109,
,,NaCl,osmotic_coeff,0.6000,0.0000,,0.9110,
,,NaCl,osmotic_coeff,0.6000,5.0000,,0.9150,
,,NaCl,osmotic_coeff,0.6000,10.0000,,0.9183,
,,NaCl,osmotic_coeff,0.6000,15.0000,,0.9208,
,,NaCl,osmotic_coeff,0.6000,20.0000,,0.9228,
,,NaCl,osmotic_coeff,0.6000,25.0000,,0.9243,
,,NaCl,osmotic_coeff,0.6000,30.0000,,0.9254,
,,NaCl,osmotic_coeff,0.6000,40.0000,,0.9266,
,,NaCl,osmotic_coeff,0.6000,50.0000,,0.9268,
,,NaCl,osmotic_coeff,0.6000,60.0000,,0.9262,
,,NaCl,osmotic_coeff,0.6000,70.0000,,0.9248,
,,NaCl,osmotic_coeff,0.6000,80.0000,,0.9228,
,,NaCl,osmotic_coeff,0.6000,90.0000,,0.9203,
,,NaCl,osmotic_coeff,0.6000,100.0000,,0.9173,
,,NaCl,osmotic_coeff,0.6000,110.0000,,0.9138,
,,NaCl,osmotic_coeff,0.7000,0.0000,,0.9115,
,,NaCl,osmotic_coeff,0.7000,5.0000,,0.9161,
,,NaCl,osmotic_coeff,0.7000,10.0000,,0.9198,
,,NaCl,osmotic_coeff,0.7000,15.0000,,0.9228,
,,NaCl,osmotic_coeff,0.7000,20.0000,,0.9251,
,,NaCl,osmotic_coeff,0.7000,25.0000,,0.9269,
,,NaCl,osmotic_coeff,0.7000,30.0000,,0.9283,
,,NaCl,osmotic_coeff,0.7000,40.0000,,0.9299,
,,NaCl,osmotic_coeff,0.7000,50.0000,,0.9304,
,,NaCl,osmotic_coeff,0.7000,60.0000,,0.9299,
,,NaCl,osmotic_coeff,0.7000,70.0000,,0.9286,
,,NaCl,osmotic_coeff,0.7000,80.0000,,0.9266,
,,NaCl,osmotic_coeff,0.7000,90.0000,,0.9240,
,,NaCl,osmotic_coeff,0.7000,100.0000,,0.9209,
,,NaCl,osmotic_coeff,0.7000,110.0000,,0.9174,
,,NaCl,osmotic_coeff,0.8000,0.0000,,0.9125,
,,NaCl,osmotic_coeff,0.8000,5.0000,,0.9177,
,,NaCl,osmotic_coeff,0.8000,10.0000,,0.9219,
,,NaCl,osmotic_coeff,0.8000,15.0000,,0.9252,
,,NaCl,osmotic_coeff,0.8000,20.0000,,0.9279,
,,NaCl,osmotic_coeff,0.8000,25.0000,,0.9300,
,,NaCl,osmotic_coeff,0.8000,30.0000,,0.9316,
,,NaCl,osmotic_coeff,0.8000,40.0000,,0.9337,
,,NaCl,osmotic_coeff,0.8000,50.0000,,0.9344,
,,NaCl,osmotic_coeff,0.8000,60.0000,,0.9340,
,,NaCl,osmotic_coeff,0.8000,70.0000,,0.9328,
,,NaCl,osmotic_coeff,0.8000,80.0000,,0.9309,
,,NaCl,osmotic_coeff,0.8000,90.0000,,0.9282,
,,NaCl,osmotic_coeff,0.8000,100.0000,,0.9250,
,,NaCl,osmotic_coeff,0.8000,110.0000,,0.9213,
,,NaCl,osmotic_coeff,0.9000,0.0000,,0.9141,
,,NaCl,osmotic_coeff,0.9000,5.0000,,0.9198,
,,NaCl,osmotic_coeff,0.9000,10.0000,,0.9244,
,,NaCl,osmotic_coeff,0.9000,15.0000,,0.9281,
,,NaCl,osmotic_coeff,0.9000,20.0000,,0.9311,
,,NaCl,osmotic_coeff,0.9000,25.0000,,0.9335,
,,NaCl,osmotic_coeff,0.9000,30.0000,,0.9353,
,,NaCl,osmotic_coeff,0.9000,40.0000,,0.9377,
,,NaCl,osmotic_coeff,0.9000,50.0000,,0.9387,
,,NaCl,osmotic_coeff,0.9000,60.0000,,0.9385,
,,NaCl,osmotic_coeff,0.9000,70.0000,,0.9374,
,,NaCl,osmotic_coeff,0.9000,80.0000,,0.9354,
,,NaCl,osmotic_coeff,0.9000,90.0000,,0.9328,
,,NaCl,osmotic_coeff,0.9000,100.0000,,0.9295,
,,NaCl,osmotic_coeff,0.9000,110.0000,,0.9256,
,,NaCl,osmotic_coeff,1.0000,0.0000,,0.9161,
,,NaCl,osmotic_coeff,1.0000,5.0000,,0.9223,
,,NaCl,osmotic_coeff,1.0000,10.0000,,0.9273,
,,NaCl,osmotic_coeff,1.0000,15.0000,,0.9314,
,,NaCl,osmotic_coeff,1.0000,20.0000,,0.9347,
,,NaCl,osmotic_coeff,1.0000,25.0000,,0.9373,
,,NaCl,osmotic_coeff,1.0000,30.0000,,0.9394,
,,NaCl,osmotic_coeff,1.0000,40.0000,,0.9421,
,,NaCl,osmotic_coeff,1.0000,50.0000,,0.9433,
,,NaCl,osmotic_coeff,1.0000,60.0000,,0.9432,
,,NaCl,osmotic_coeff,1.0000,70.0000,,0.9422,
,,NaCl,osmotic_coeff,1.0000,80.0000,,0.9402,
,,NaCl,osmotic_coeff,1.0000,90.0000,,0.9375,
,,NaCl,osmotic_coeff,1.0000,100.0000,,0.9341,
,,NaCl,osmotic_coeff,1.0000,110.0000,,0.9301,
,,NaCl,osmotic_coeff,1.2000,0.0000,,0.9212,
,,NaCl,osmotic_coeff,1.2000,5.0000,,0.9282,
,,NaCl,osmotic_coeff,1.2000,10.0000,,0.9340,
,,NaCl,osmotic_coeff,1.2000,15.0000,,0.9387,
,,NaCl,osmotic_coeff,1.2000,20.0000,,0.9426,
,,NaCl,osmotic_coeff,1.2000,25.0000,,0.9457,
,,NaCl,osmotic_coeff,1.2000,30.0000,,0.9481,
,,NaCl,osmotic_coeff,1.2000,40.0000,,0.9514,
,,NaCl,osmotic_coeff,1.2000,50.0000,,0.9530,
,,NaCl,osmotic_coeff,1.2000,60.0000,,0.9533,
,,NaCl,osmotic_coeff,1.2000,70.0000,,0.9523,
,,NaCl,osmotic_coeff,1.2000,80.0000,,0.9504,
,,NaCl,osmotic_coeff,1.2000,90.0000,,0.9476,
,,NaCl,osmotic_coeff,1.2000,100.0000,,0.9440,
,,NaCl,osmotic_coeff,1.2000,110.0000,,0.9398,
,,NaCl,osmotic_coeff,1.4000,0.0000,,0.9276,
,,NaCl,osmotic_coeff,1.4000,5.0000,,0.9354,
,,NaCl,osmotic_coeff,1.4000,10.0000,,0.9418,
,,NaCl,osmotic_coeff,1.4000,15.0000,,0.9471,
,,NaCl,osmotic_coeff,1.4000,20.0000,,0.9514,
,,NaCl,osmotic_coeff,1.4000,25.0000,,0.9549,
,,NaCl,osmotic_coeff,1.4000,30.0000,,0.9577,
,,NaCl,osmotic_coeff,1.4000,40.0000,,0.9616,
,,NaCl,osmotic_coeff,1.4000,50.0000,,0.9635,
,,NaCl,osmotic_coeff,1.4000,60.0000,,0.9639,
,,NaCl,osmotic_coeff,1.4000,70.0000,,0.9631,
,,NaCl,osmotic_coeff,1.4000,80.0000,,0.9611,
,,NaCl,osmotic_coeff,1.4000,90.0000,,0.9582,
,,NaCl,osmotic_coeff,1.4000,100.0000,,0.9545,
,,NaCl,osmotic_coeff,1.4000,110.0000,,0.9499,
,,NaCl,osmotic_coeff,1.5000,0.0000,,0.9312,
,,NaCl,osmotic_coeff,1.5000,5.0000,,0.9393,
,,NaCl,osmotic_coeff,1.5000,10.0000,,0.9460,
,,NaCl,osmotic_coeff,1.5000,15.0000,,0.9516,
,,NaCl,osmotic_coeff,1.5000,20.0000,,0.9561,
,,NaCl,osmotic_coeff,1.5000,25.0000,,0.9598,
,,NaCl,osmotic_coeff,1.5000,30.0000,,0.9628,
,,NaCl,osmotic_coeff,1.5000,40.0000,,0.9668,
,,NaCl,osmotic_coeff,1.5000,50.0000,,0.9690,
,,NaCl,osmotic_coeff,1.5000,60.0000,,0.9695,
,,NaCl,osmotic_coeff,1.5000,70.0000,,0.9686,
,,NaCl,osmotic_coeff,1.5000,80.0000,,0.9667,
,,NaCl,osmotic_coeff,1.5000,90.0000,,0.9637,
,,NaCl,osmotic_coeff,1.5000,100.0000,,0.9598,
,,NaCl,osmotic_coeff,1.5000,110.0000,,0.9552,
,,NaCl,osmotic_coeff,1.6000,0.0000,,0.9351,
,,NaCl,osmotic_coeff,1.6000,5.0000,,0.9435,
,,NaCl,osmotic_coeff,1.6000,10.0000,,0.9505,
,,NaCl,osmotic_coeff,1.6000,15.0000,,0.9563,
,,NaCl,osmotic_coeff,1.6000,20.0000,,0.9610,
,,NaCl,osmotic_coeff,1.6000,25.0000,,0.9649,
,,NaCl,osmotic_coeff,1.6000,30.0000,,0.9680,
,,NaCl,osmotic_coeff,1.6000,40.0000,,0.9723,
,,NaCl,osmotic_coeff,1.6000,50.0000,,0.9745,
,,NaCl,osmotic_coeff,1.6000,60.0000,,0.9751,
,,NaCl,osmotic_coeff,1.6000,70.0000,,0.9743,
,,NaCl,osmotic_coeff,1.6000,80.0000,,0.9723,
,,NaCl,osmotic_coeff,1.6000,90.0000,,0.9692,
,,NaCl,osmotic_coeff,1.6000,100.0000,,0.9653,
,,NaCl,osmotic_coeff,1.6000,110.0000,,0.9605,
,,NaCl,osmotic_coeff,1.8000,0.0000,,0.9436,
,,NaCl,osmotic_coeff,1.8000,5.0000,,0.9526,
,,NaCl,osmotic_coeff,1.8000,10.0000,,0.9600,
,,NaCl,osmotic_coeff,1.8000,15.0000,,0.9662,
,,NaCl,osmotic_coeff,1.8000,20.0000,,0.9713,
,,NaCl,osmotic_coeff,1.8000,25.0000,,0.9755,
,,NaCl,osmotic_coeff,1.8000,30.0000,,0.9788,
,,NaCl,osmotic_coeff,1.8000,40.0000,,0.9835,
,,NaCl,osmotic_coeff,1.8000,50.0000,,0.9859,
,,NaCl,osmotic_coeff,1.8000,60.0000,,0.9866,
,,NaCl,osmotic_coeff,1.8000,70.0000,,0.9859,
,,NaCl,osmotic_coeff,1.8000,80.0000,,0.9838,
,,NaCl,osmotic_coeff,1.8000,90.0000,,0.9806,
,,NaCl,osmotic_coeff,1.8000,100.0000,,0.9764,
,,NaCl,osmotic_coeff,1.8000,110.0000,,0.9713,
,,NaCl,osmotic_coeff,2.0000,0.0000,,0.9530,
,,NaCl,osmotic_coeff,2.0000,5.0000,,0.9624,
,,NaCl,osmotic_coeff,2.0000,10.0000,,0.9703,
,,NaCl,osmotic_coeff,2.0000,15.0000,,0.9768,
,,NaCl,osmotic_coeff,2.0000,20.0000,,0.9822,
,,NaCl,osmotic_coeff,2.0000,25.0000,,0.9866,
,,NaCl,osmotic_coeff,2.0000,30.0000,,0.9901,
,,NaCl,osmotic_coeff,2.0000,40.0000,,0.9951,
,,NaCl,osmotic_coeff,2.0000,50.0000,,0.9978,
,,NaCl,osmotic_coeff,2.0000,60.0000,,0.9985,
,,NaCl,osmotic_coeff,2.0000,70.0000,,0.9977,
,,NaCl,osmotic_coeff,2.0000,80.0000,,0.9955,
,,NaCl,osmotic_coeff,2.0000,90.0000,,0.9922,
,,NaCl,osmotic_coeff,2.0000,100.0000,,0.9877,
,,NaCl,osmotic_coeff,2.0000,110.0000,,0.9823,
,,NaCl,osmotic_coeff,2.2000,0.0000,,0.9632,
,,NaCl,osmotic_coeff,2.2000,5.0000,,0.9730,
,,NaCl,osmotic_coeff,2.2000,10.0000,,0.9812,
,,NaCl,osmotic_coeff,2.2000,15.0000,,0.9880,
,,NaCl,osmotic_coeff,2.2000,20.0000,,0.9936,
,,NaCl,osmotic_coeff,2.2000,25.0000,,0.9982,
,,NaCl,osmotic_coeff,2.2000,30.0000,,1.0019,
,,NaCl,osmotic_coeff,2.2000,40.0000,,1.0071,
,,NaCl,osmotic_coeff,2.2000,50.0000,,1.0099,
,,NaCl,osmotic_coeff,2.2000,60.0000,,1.0107,
,,NaCl,osmotic_coeff,2.2000,70.0000,,1.0098,
,,NaCl,osmotic_coeff,2.2000,80.0000,,1.0075,
,,NaCl,osmotic_coeff,2.2000,90.0000,,1.0039,
,,NaCl,osmotic_coeff,2.2000,100.0000,,0.9992,
,,NaCl,osmotic_coeff,2.2000,110.0000,,0.9935,
,,NaCl,osmotic_coeff,2.4000,0.0000,,0.9741,
,,NaCl,osmotic_coeff,2.4000,5.0000,,0.9842,
,,NaCl,osmotic_coeff,2.4000,10.0000,,0.9926,
,,NaCl,osmotic_coeff,2.4000,15.0000,,0.9997,
,,NaCl,osmotic_coeff,2.4000,20.0000,,1.0055,
,,NaCl,osmotic_coeff,2.4000,25.0000,,1.0102,
,,NaCl,osmotic_coeff,2.4000,30.0000,,1.0141,
,,NaCl,osmotic_coeff,2.4000,40.0000,,1.0194,
,,NaCl,osmotic_coeff,2.4000,50.0000,,1.0223,
,,NaCl,osmotic_coeff,2.4000,60.0000,,1.0230,
,,NaCl,osmotic_coeff,2.4000,70.0000,,1.0220,
,,NaCl,osmotic_coeff,2.4000,80.0000,,1.0196,
,,NaCl,osmotic_coeff,2.4000,90.0000,,1.0158,
,,NaCl,osmotic_coeff,2.4000,100.0000,,1.0108,
,,NaCl,osmotic_coeff,2.4000,110.0000,,1.0047,
,,NaCl,osmotic_coeff,2.5000,0.0000,,0.9798,
,,NaCl,osmotic_coeff,2.5000,5.0000,,0.9900,
,,NaCl,osmotic_coeff,2.5000,10.0000,,0.9986,
,,NaCl,osmotic_coeff,2.5000,15.0000,,1.0057,
,,NaCl,osmotic_coeff,2.5000,20.0000,,1.0116,
,,NaCl,osmotic_coeff,2.5000,25.0000,,1.0164,
,,NaCl,osmotic_coeff,2.5000,30.0000,,1.0203,
,,NaCl,osmotic_coeff,2.5000,40.0000,,1.0257,
,,NaCl,osmotic_coeff,2.5000,50.0000,,1.0285,
,,NaCl,osmotic_coeff,2.5000,60.0000,,1.0293,
,,NaCl,osmotic_coeff,2.5000,70.0000,,1.0282,
,,NaCl,osmotic_coeff,2.5000,80.0000,,1.0257,
,,NaCl,osmotic_coeff,2.5000,90.0000,,1.0217,
,,NaCl,osmotic_coeff,2.5000,100.0000,,1.0166,
,,NaCl,osmotic_coeff,2.5000,110.0000,,1.0104,
,,NaCl,osmotic_coeff,2.6000,0.0000,,0.9857,
,,NaCl,osmotic_coeff,2.6000,5.0000,,0.9960,
,,NaCl,osmotic_coeff,2.6000,10.0000,,1.0046,
,,NaCl,osmotic_coeff,2.6000,15.0000,,1.0118,
,,NaCl,osmotic_coeff,2.6000,20.0000,,1.0178,
,,NaCl,osmotic_coeff,2.6000,25.0000,,1.0226,
,,NaCl,osmotic_coeff,2.6000,30.0000,,1.0266,
,,NaCl,osmotic_coeff,2.6000,40.0000,,1.0320,
,,NaCl,osmotic_coeff,2.6000,50.0000,,1.0349,
,,NaCl,osmotic_coeff,2.6000,60.0000,,1.0356,
,,NaCl,osmotic_coeff,2.6000,70.0000,,1.0345,
,,NaCl,osmotic_coeff,2.6000,80.0000,,1.0318,
,,NaCl,osmotic_coeff,2.6000,90.0000,,1.0277,
,,NaCl,osmotic_coeff,2.6000,100.0000,,1.0224,
,,NaCl,osmotic_coeff,2.6000,110.0000,,1.0160,
,,NaCl,osmotic_coeff,2.8000,0.0000,,0.9978,
,,NaCl,osmotic_coeff,2.8000,5.0000,,1.0083,
,,NaCl,osmotic_coeff,2.8000,10.0000,,1.0171,
,,NaCl,osmotic_coeff,2.8000,15.0000,,1.0244,
,,NaCl,osmotic_coeff,2.8000,20.0000,,1.0305,
,,NaCl,osmotic_coeff,2.8000,25.0000,,1.0354,
,,NaCl,osmotic_coeff,2.8000,30.0000,,1.0394,
,,NaCl,osmotic_coeff,2.8000,40.0000,,1.0449,
,,NaCl,osmotic_coeff,2.8000,50.0000,,1.0477,
,,NaCl,osmotic_coeff,2.8000,60.0000,,1.0483,
,,NaCl,osmotic_coeff,2.8000,70.0000,,1.0470,
,,NaCl,osmotic_coeff,2.8000,80.0000,,1.0441,
,,NaCl,osmotic_coeff,2.8000,90.0000,,1.0397,
,,NaCl,osmotic_coeff,2.8000,100.0000,,1.0341,
,,NaCl,osmotic_coeff,2.8000,110.0000,,1.0273,
,,NaCl,osmotic_coeff,3.0000,0.0000,,1.0105,
,,NaCl,osmotic_coeff,3.0000,5.0000,,1.0211,
,,NaCl,osmotic_coeff,3.0000,10.0000,,1.0300,
,,NaCl,osmotic_coeff,3.0000,15.0000,,1.0374,
,,NaCl,osmotic_coeff,3.0000,20.0000,,1.0435,
,,NaCl,osmotic_coeff,3.0000,25.0000,,1.0485,
,,NaCl,osmotic_coeff,3.0000,30.0000,,1.0525,
,,NaCl,osmotic_coeff,3.0000,40.0000,,1.0580,
,,NaCl,osmotic_coeff,3.0000,50.0000,,1.0607,
,,NaCl,osmotic_coeff,3.0000,60.0000,,1.0611,
,,NaCl,osmotic_coeff,3.0000,70.0000,,1.0596,
,,NaCl,osmotic_coeff,3.0000,80.0000,,1.0564,
,,NaCl,osmotic_coeff,3.0000,90.0000,,1.0518,
,,NaCl,osmotic_coeff,3.0000,100.0000,,1.0458,
,,NaCl,osmotic_coeff,3.0000,110.0000,,1.0386,
,,NaCl,osmotic_coeff,3.2000,0.0000,,1.0237,
,,NaCl,osmotic_coeff,3.2000,5.0000,,1.0344,
,,NaCl,osmotic_coeff,3.2000,10.0000,,1.0433,
,,NaCl,osmotic_coeff,3.2000,15.0000,,1.0507,
,,NaCl,osmotic_coeff,3.2000,20.0000,,1.0569,
,,NaCl,osmotic_coeff,3.2000,25.0000,,1.0619,
,,NaCl,osmotic_coeff,3.2000,30.0000,,1.0658,
,,NaCl,osmotic_coeff,3.2000,40.0000,,1.0713,
,,NaCl,osmotic_coeff,3.2000,50.0000,,1.0738,
,,NaCl,osmotic_coeff,3.2000,60.0000,,1.0741,
,,NaCl,osmotic_coeff,3.2000,70.0000,,1.0723,
,,NaCl,osmotic_coeff,3.2000,80.0000,,1.0688,
,,NaCl,osmotic_coeff,3.2000,90.0000,,1.0638,
,,NaCl,osmotic_coeff,3.2000,100.0000,,1.0574,
,,NaCl,osmotic_coeff,3.2000,110.0000,,1.0498,
,,NaCl,osmotic_coeff,3.4000,0.0000,,1.0374,
,,NaCl,osmotic_coeff,3.4000,5.0000,,1.0480,
,,NaCl,osmotic_coeff,3.4000,10.0000,,1.0570,
,,NaCl,osmotic_coeff,3.4000,15.0000,,1.0644,
,,NaCl,osmotic_coeff,3.4000,20.0000,,1.0705,
,,NaCl,osmotic_coeff,3.4000,25.0000,,1.0755,
,,NaCl,osmotic_coeff,3.4000,30.0000,,1.0794,
,,NaCl,osmotic_coeff,3.4000,40.0000,,1.0847,
,,NaCl,osmotic_coeff,3.4000,50.0000,,1.0871,
,,NaCl,osmotic_coeff,3.4000,60.0000,,1.0871,
,,NaCl,osmotic_coeff,3.4000,70.0000,,1.0850,
,,NaCl,osmotic_coeff,3.4000,80.0000,,1.0812,
,,NaCl,osmotic_coeff,3.4000,90.0000,,1.0758,
,,NaCl,osmotic_coeff,3.4000,100.0000,,1.0690,
,,NaCl,osmotic_coeff,3.4000,110.0000,,1.0665,
,,NaCl,osmotic_coeff,3.5000,0.0000,,1.0443,
,,NaCl,osmotic_coeff,3.5000,5.0000,,1.0550,
,,NaCl,osmotic_coeff,3.5000,10.0000,,1.0639,
,,NaCl,osmotic_coeff,3.5000,15.0000,,1.0714,
,,NaCl,osmotic_coeff,3.5000,20.0000,,1.0775,
,,NaCl,osmotic_coeff,3.5000,25.0000,,1.0824,
,,NaCl,osmotic_coeff,3.5000,30.0000,,1.0863,
,,NaCl,osmotic_coeff,3.5000,40.0000,,1.0915,
,,NaCl,osmotic_coeff,3.5000,50.0000,,1.0938,
,,NaCl,osmotic_coeff,3.5000,60.0000,,1.0936,
,,NaCl,osmotic_coeff,3.5000,70.0000,,1.0914,
,,NaCl,osmotic_coeff,3.5000,80.0000,,1.0874,
,,NaCl,osmotic_coeff,3.5000,90.0000,,1.0818,
,,NaCl,osmotic_coeff,3.5000,100.0000,,1.0748,
,,NaCl,osmotic_coeff,3.5000,110.0000,,1.0720,
,,NaCl,osmotic_coeff,3.6000,0.0000,,1.0514,
,,NaCl,osmotic_coeff,3.6000,5.0000,,1.0621,
,,NaCl,osmotic_coeff,3.6000,10.0000,,1.0710,
,,NaCl,osmotic_coeff,3.6000,15.0000,,1.0784,
,,NaCl,osmotic_coeff,3.6000,20.0000,,1.0844,
,,NaCl,osmotic_coeff,3.6000,25.0000,,1.0893,
,,NaCl,osmotic_coeff,3.6000,30.0000,,1.0932,
,,NaCl,osmotic_coeff,3.6000,40.0000,,1.0983,
,,NaCl,osmotic_coeff,3.6000,50.0000,,1.1005,
,,NaCl,osmotic_coeff,3.6000,60.0000,,1.1002,
,,NaCl,osmotic_coeff,3.6000,70.0000,,1.0978,
,,NaCl,osmotic_coeff,3.6000,80.0000,,1.0936,
,,NaCl,osmotic_coeff,3.6000,90.0000,,1.0878,
,,NaCl,osmotic_coeff,3.6000,100.0000,,1.0805,
,,NaCl,osmotic_coeff,3.6000,110.0000,,1.0830,
,,NaCl,osmotic_coeff,3.8000,0.0000,,1.0659,
,,NaCl,osmotic_coeff,3.8000,5.0000,,1.0765,
,,NaCl,osmotic_coeff,3.8000,10.0000,,1.0853,
,,NaCl,osmotic_coeff,3.8000,15.0000,,1.0926,
,,NaCl,osmotic_coeff,3.8000,20.0000,,1.0986,
,,NaCl,osmotic_coeff,3.8000,25.0000,,1.1034,
,,NaCl,osmotic_coeff,3.8000,30.0000,,1.1072,
,,NaCl,osmotic_coeff,3.8000,40.0000,,1.1121,
,,NaCl,osmotic_coeff,3.8000,50.0000,,1.1139,
,,NaCl,osmotic_coeff,3.8000,60.0000,,1.1133,
,,NaCl,osmotic_coeff,3.8000,70.0000,,1.1105,
,,NaCl,osmotic_coeff,3.8000,80.0000,,1.1059,
,,NaCl,osmotic_coeff,3.8000,90.0000,,1.0997,
,,NaCl,osmotic_coeff,3.8000,100.0000,,1.0920,
,,NaCl,osmotic_coeff,3.8000,110.0000,,1.0938,
,,NaCl,osmotic_coeff,4.0000,0.0000,,1.0808,
,,NaCl,osmotic_coeff,4.0000,5.0000,,1.0912,
,,NaCl,osmotic_coeff,4.0000,10.0000,,1.0999,
,,NaCl,osmotic_coeff,4.0000,15.0000,,1.1071,
,,NaCl,osmotic_coeff,4.0000,20.0000,,1.1130,
,,NaCl,osmotic_coeff,4.0000,25.0000,,1.1177,
,,NaCl,osmotic_coeff,4.0000,30.0000,,1.1214,
,,NaCl,osmotic_coeff,4.0000,40.0000,,1.1259,
,,NaCl,osmotic_coeff,4.0000,50.0000,,1.1275,
,,NaCl,osmotic_coeff,4.0000,60.0000,,1.1264,
,,NaCl,osmotic_coeff,4.0000,70.0000,,1.1233,
,,NaCl,osmotic_coeff,4.0000,80.0000,,1.1182,
,,NaCl,osmotic_coeff,4.0000,90.0000,,1.1115,
,,NaCl,osmotic_coeff,4.0000,100.0000,,1.1033,
,,NaCl,osmotic_coeff,4.0000,110.0000,,1.1045,
,,NaCl,osmotic_coeff,4.2000,0.0000,,1.0959,
,,NaCl,osmotic_coeff,4.2000,5.0000,,1.1063,
,,NaCl,osmotic_coeff,4.2000,10.0000,,1.1148,
,,NaCl,osmotic_coeff,4.2000,15.0000,,1.1219,
,,NaCl,osmotic_coeff,4.2000,20.0000,,1.1276,
,,NaCl,osmotic_coeff,4.2000,25.0000,,1.1322,
,,NaCl,osmotic_coeff,4.2000,30.0000,,1.1357,
,,NaCl,osmotic_coeff,4.2000,40.0000,,1.1399,
,,NaCl,osmotic_coeff,4.2000,50.0000,,1.1410,
,,NaCl,osmotic_coeff,4.2000,60.0000,,1.1396,
,,NaCl,osmotic_coeff,4.2000,70.0000,,1.1360,
,,NaCl,osmotic_coeff,4.2000,80.0000,,1.1304,
,,NaCl,osmotic_coeff,4.2000,90.0000,,1.1232,
,,NaCl,osmotic_coeff,4.2000,100.0000,,1.1146,
,,NaCl,osmotic_coeff,4.2000,110.0000,,1.1151,
,,NaCl,osmotic_coeff,4.4000,0.0000,,1.1114,
,,NaCl,osmotic_coeff,4.4000,5.0000,,1.1216,
,,NaCl,osmotic_coeff,4.4000,10.0000,,1.1300,
,,NaCl,osmotic_coeff,4.4000,15.0000,,1.1369,
,,NaCl,osmotic_coeff,4.4000,20.0000,,1.1424,
,,NaCl,osmotic_coeff,4.4000,25.0000,,1.1468,
,,NaCl,osmotic_coeff,4.4000,30.0000,,1.1501,
,,NaCl,osmotic_coeff,4.4000,40.0000,,1.1540,
,,NaCl,osmotic_coeff,4.4000,50.0000,,1.1547,
,,NaCl,osmotic_coeff,4.4000,60.0000,,1.1528,
,,NaCl,osmotic_coeff,4.4000,70.0000,,1.1486,
,,NaCl,osmotic_coeff,4.4000,80.0000,,1.1426,
,,NaCl,osmotic_coeff,4.4000,90.0000,,1.1349,
,,NaCl,osmotic_coeff,4.4000,100.0000,,1.1257,
,,NaCl,osmotic_coeff,4.4000,110.0000,,1.1203,
,,NaCl,osmotic_coeff,4.5000,0.0000,,1.1193,
,,NaCl,osmotic_coeff,4.5000,5.0000,,1.1293,
,,NaCl,osmotic_coeff,4.5000,10.0000,,1.1377,
,,NaCl,osmotic_coeff,4.5000,15.0000,,1.1445,
,,NaCl,osmotic_coeff,4.5000,20.0000,,1.1499,
,,NaCl,osmotic_coeff,4.5000,25.0000,,1.1542,
,,NaCl,osmotic_coeff,4.5000,30.0000,,1.1574,
,,NaCl,osmotic_coeff,4.5000,40.0000,,1.1610,
,,NaCl,osmotic_coeff,4.5000,50.0000,,1.1615,
,,NaCl,osmotic_coeff,4.5000,60.0000,,1.1593,
,,NaCl,osmotic_coeff,4.5000,70.0000,,1.1550,
,,NaCl,osmotic_coeff,4.5000,80.0000,,1.1486,
,,NaCl,osmotic_coeff,4.5000,90.0000,,1.1406,
,,NaCl,osmotic_coeff,4.5000,100.0000,,1.1312,
,,NaCl,osmotic_coeff,4.5000,110.0000,,1.1255,
,,NaCl,osmotic_coeff,4.6000,0.0000,,1.1273,
,,NaCl,osmotic_coeff,4.6000,5.0000,,1.1372,
,,NaCl,osmotic_coeff,4.6000,10.0000,,1.1454,
,,NaCl,osmotic_coeff,4.6000,15.0000,,1.1521,
,,NaCl,osmotic_coeff,4.6000,20.0000,,1.1574,
,,NaCl,osmotic_coeff,4.6000,25.0000,,1.1616,
,,NaCl,osmotic_coeff,4.6000,30.0000,,1.1647,
,,NaCl,osmotic_coeff,4.6000,40.0000,,1.1681,
,,NaCl,osmotic_coeff,4.6000,50.0000,,1.1683,
,,NaCl,osmotic_coeff,4.6000,60.0000,,1.1659,
,,NaCl,osmotic_coeff,4.6000,70.0000,,1.1613,
,,NaCl,osmotic_coeff,4.6000,80.0000,,1.1547,
,,NaCl,osmotic_coeff,4.6000,90.0000,,1.1464,
,,NaCl,osmotic_coeff,4.6000,100.0000,,1.1366,
,,NaCl,osmotic_coeff,4.6000,110.0000,,1.1357,
,,NaCl,osmotic_coeff,4.8000,0.0000,,1.1434,
,,NaCl,osmotic_coeff,4.8000,5.0000,,1.1530,
,,NaCl,osmotic_coeff,4.8000,10.0000,,1.1610,
,,NaCl,osmotic_coeff,4.8000,15.0000,,1.1675,
